step,scored,puck_x,puck_y,puck_vx,puck_vy
1638041,1,113.89,24.54,534.69,-776.83
1638284,1,123.44,32.56,-82.85,-938.78
1638475,0,135.61,513.39,-500.41,553.76
1639522,0,146.10,503.01,-440.12,800.97
1642307,1,146.06,27.17,-262.65,-404.85
1642458,1,178.09,24.70,-353.82,-254.12
1642666,1,202.53,24.59,-110.30,-785.33
1642793,0,171.51,499.58,182.78,915.61
1644438,1,173.47,25.92,-16.24,-869.26
1645040,0,106.71,512.42,625.87,325.75
1646091,0,184.34,514.97,-399.60,295.39
1646954,0,115.32,510.78,530.38,372.13
1649097,1,139.80,26.67,-530.28,-639.58
1649286,0,180.85,507.87,-313.92,805.27
1651612,1,152.95,35.09,-215.48,-831.86
1652285,0,191.81,509.16,-559.32,432.86
1653930,1,130.67,24.43,-373.40,-852.48
1654155,0,191.97,513.64,-627.67,647.25
1656624,0,142.84,515.01,-195.50,382.19
1657834,1,176.03,28.00,-487.49,-422.62
1657935,0,162.40,515.22,-528.04,239.49
1658814,1,107.12,25.55,938.51,-136.73
1659017,0,148.89,516.25,-669.64,608.83
1660295,0,205.69,503.89,-159.43,920.07
1665179,0,174.59,514.66,-414.31,274.23
1666476,1,160.21,33.84,-188.02,-877.94
1666518,1,159.58,28.03,119.24,-618.83
1666733,1,146.37,24.07,-354.94,-292.17
1666946,0,117.61,509.02,504.58,647.69
1667924,1,169.85,27.73,-654.60,-541.48
1668188,0,183.97,515.99,-581.92,320.98
1670319,1,163.97,32.59,-382.99,-855.27
1670659,0,135.94,500.08,-86.97,933.69
1672426,1,112.91,25.60,707.68,-563.77
1672502,1,159.93,24.22,-731.00,-217.89
1672989,0,160.06,511.86,511.59,404.47
1677292,1,109.92,29.44,564.81,-368.90
1677342,1,126.02,26.66,209.13,-591.05
1677648,1,184.53,26.61,-70.85,-459.45
1677770,1,142.49,34.72,-248.11,-639.99
1677923,1,156.28,24.33,879.62,-344.37
1678038,1,191.69,35.33,-219.91,-748.67
1678197,1,189.41,35.00,-241.87,-749.18
1678662,1,178.13,29.35,-506.54,-698.17
1678910,1,183.79,38.18,386.43,-847.56
1678956,0,166.78,512.37,-461.91,600.07
1680708,0,133.57,506.43,-318.53,699.03
1685556,1,188.13,23.54,131.36,-410.71
1685947,1,195.94,36.67,388.80,-730.96
1686130,1,155.24,30.22,480.58,-777.91
1686264,0,188.69,512.61,602.16,668.13
1687353,1,149.93,29.77,363.03,-849.71
1687415,1,155.06,32.98,-480.42,-775.43
1687772,0,173.34,515.50,370.29,857.10
1689016,1,169.27,26.06,874.11,7.21
1689137,1,190.83,25.34,-793.76,-215.30
1689414,1,169.40,35.49,28.63,-947.99
1689879,0,137.96,513.84,-577.99,321.08
1690895,0,193.46,505.19,-367.27,844.57
1692456,0,180.22,506.65,-512.39,602.89
1694915,0,195.68,513.41,-273.85,369.93
1696751,0,195.38,510.89,-660.34,430.84
1697870,1,187.46,33.10,414.09,-559.61
1697915,0,145.63,514.89,-578.52,693.02
1699699,1,200.70,26.15,-176.08,-169.64
1699791,0,182.57,511.27,281.81,511.47
1700669,0,193.68,506.77,319.89,736.18
1708930,1,141.67,29.73,431.27,-495.57
1709031,1,144.26,29.36,85.00,-501.40
1709139,0,169.81,516.19,708.28,175.00
1710887,1,171.76,25.14,-644.78,-465.50
1711130,0,163.14,507.44,-340.52,868.03
1712813,1,128.03,23.91,522.61,-589.19
1712895,0,137.79,508.34,-217.75,759.25
1713854,0,200.70,512.05,184.66,831.16
1716360,1,172.81,25.27,-593.69,-543.36
1716570,1,122.24,25.60,-405.32,-460.39
1716780,1,154.58,24.50,243.84,-896.76
1716925,0,153.86,514.85,-188.17,123.81
1718400,1,174.58,35.36,390.68,-848.35
1718446,0,169.43,515.08,574.46,696.83
1719402,0,131.86,511.26,-703.72,287.36
1721083,1,162.54,34.29,695.12,-647.07
1721175,0,169.38,515.91,574.27,697.01
1722119,1,123.84,23.78,537.77,-308.15
1722729,0,151.31,516.39,244.86,244.14
1723692,1,160.46,30.93,-137.66,-798.16
1723928,1,163.28,26.22,-643.80,-326.67
1724663,1,172.25,24.64,230.63,-798.36
1724961,0,142.58,512.75,-230.17,276.81
1728385,1,170.00,36.41,23.36,-932.14
1728922,0,144.75,512.32,-227.83,905.45
1730010,1,191.94,25.55,599.26,-613.59
1730054,1,197.71,24.42,51.64,-638.86
1730316,1,205.35,34.17,-414.38,-591.64
1730564,0,158.34,511.09,517.27,413.14
1735875,1,188.23,23.13,704.13,-448.80
1744883,1,192.46,23.62,-345.90,-305.50
1745027,1,168.70,28.74,658.76,-414.27
1748377,1,152.44,32.75,-634.26,-653.44
1748807,1,132.47,25.19,-544.42,-402.34
1748971,0,202.09,515.32,-616.70,480.19
1749924,0,124.25,507.39,-494.10,770.90
1752372,1,192.59,33.46,45.22,-725.01
1752418,1,135.16,31.41,300.89,-884.52
1753414,0,199.73,502.68,-200.26,902.67
1754539,0,195.06,510.79,359.28,842.67
1756037,1,156.87,32.81,-233.70,-744.07
1756156,0,149.89,516.43,-665.14,232.61
1757370,1,173.04,26.32,829.95,-321.42
1760950,1,124.43,25.12,-336.35,-781.24
1761609,1,200.21,27.07,-352.30,-793.53
1761836,0,161.79,507.86,230.40,555.26
1762767,1,126.63,25.39,774.80,-455.62
1763415,1,181.54,31.60,-399.97,-452.81
1765913,1,113.12,38.85,420.24,-826.08
1766390,0,188.92,508.41,-576.39,648.86
1769361,1,126.47,38.92,-422.14,-815.03
1769830,1,148.66,31.76,625.24,-460.69
1770149,1,181.85,37.11,-262.91,-738.01
1770303,1,172.35,28.31,675.25,-386.21
1770401,1,138.16,33.14,275.80,-883.10
1770762,1,185.55,28.15,-783.17,-528.75
1770869,1,132.13,24.26,626.95,-285.80
1771331,0,144.53,515.15,549.49,268.61
1772194,1,141.50,23.91,398.95,-377.19
1773169,1,146.39,24.59,541.38,-400.51
1773473,1,127.50,31.45,597.86,-599.28
1773636,0,136.05,515.73,-520.90,641.93
1775788,0,151.15,511.26,-358.63,861.71
1777431,1,178.84,32.96,-61.18,-942.02
1777618,1,121.79,24.39,-658.22,-441.87
1778040,1,191.80,40.04,-208.68,-914.21
1778366,0,197.07,515.10,-477.65,613.04
1779287,0,212.79,515.23,-699.77,219.70
1783567,1,130.33,33.98,516.74,-596.95
1783615,0,155.56,504.82,506.64,647.33
1784513,1,167.45,36.20,566.68,-717.85
1785139,0,177.83,501.47,367.54,856.60
1787789,1,166.00,23.34,484.03,-772.51
1789443,0,150.14,515.50,-547.15,578.95
1790380,1,153.50,27.79,525.90,-565.75
1790761,0,166.13,501.04,373.15,838.56
1791847,1,163.97,28.05,762.90,-553.86
1791977,0,133.93,512.40,-592.65,676.85
1795322,1,179.98,30.11,-187.91,-389.65
1795446,0,196.83,515.75,-412.70,156.90
1796583,1,133.24,38.97,268.23,-895.29
1796682,1,167.79,31.11,448.93,-480.49
1796803,0,121.84,515.54,-328.28,856.87
1798045,1,178.90,30.21,515.86,-364.40
1798118,1,200.04,35.93,-370.58,-841.90
1798641,0,154.59,516.13,677.47,510.83
1800300,1,123.65,23.61,-913.92,-149.67
1800377,1,175.26,30.21,733.04,-376.20
1800740,1,109.79,34.11,648.85,-559.43
1800813,1,121.44,28.35,180.05,-688.33
1801439,1,123.23,23.19,107.27,-330.50
1801601,1,181.56,26.09,-574.44,-194.47
1802472,0,120.66,513.44,-376.38,548.14
1804995,1,144.46,37.69,-337.77,-761.29
1805123,0,154.53,511.82,455.63,347.40
1808564,1,184.43,26.22,-479.69,-484.39
1808943,1,143.87,26.84,-128.42,-939.68
1809334,1,145.37,25.42,371.61,-501.50
1809445,1,181.26,26.76,372.92,-841.42
1809755,1,146.02,34.85,609.32,-728.44
1811542,1,117.23,25.65,205.54,-670.33
1811860,0,129.16,516.87,-808.09,130.38
1815269,0,150.71,510.65,-418.42,321.67
1816187,0,203.64,509.65,-734.81,396.04
1817029,0,155.09,511.26,468.54,585.02
1818158,0,150.50,504.53,-473.00,808.61
1821747,1,200.99,24.42,-755.74,-356.30
1822053,1,183.23,23.87,-296.61,-876.09
1822318,1,121.68,28.00,216.36,-908.26
1822734,0,122.42,507.67,521.99,708.58
1823585,1,138.66,26.70,34.72,-433.72
1823992,0,150.39,509.93,613.34,355.05
1828045,1,120.20,28.24,-444.66,-820.28
1828455,0,189.12,516.04,-536.79,420.35
1829461,1,110.88,29.19,730.28,-392.33
1829598,1,142.85,29.26,-498.90,-522.01
1830116,1,216.89,26.25,-799.21,-210.70
1830348,0,181.82,511.96,696.85,551.16
1831741,1,189.08,23.34,346.80,-179.60
1832092,1,191.22,26.53,-384.41,-433.81
1832207,0,166.49,504.18,-168.68,920.84
1834032,1,167.93,23.91,502.03,-609.40
1834264,1,143.29,29.09,244.58,-917.32
1834343,1,122.64,31.70,340.39,-826.31
1834410,1,196.22,32.33,721.16,-1651.96
1834537,1,149.09,30.86,21.36,-945.02
1834760,0,211.66,512.67,-607.52,557.32
1835611,0,191.05,513.40,324.27,322.01
1838223,1,197.07,37.49,-200.10,-902.07
1838502,1,130.37,29.84,137.40,-474.32
1838768,1,131.82,34.79,362.73,-872.21
1839047,1,175.66,25.12,-249.80,-194.66
1839274,1,120.77,28.81,643.87,-456.71
1839437,1,157.38,26.31,-612.58,-244.20
1839521,1,193.03,39.44,-217.10,-898.25
1840135,1,204.02,29.84,-514.33,-358.06
1840437,0,151.19,515.42,263.92,387.14
1841508,0,203.70,506.67,-449.21,713.60
1842604,1,162.50,35.75,357.35,-850.73
1843061,1,189.88,28.50,399.65,-283.46
1843221,0,119.59,515.17,656.27,611.96
1846771,1,144.48,36.76,-102.66,-771.19
1846820,1,114.74,23.85,236.26,-901.68
1846870,1,173.84,31.31,-118.09,-720.02
1847157,1,140.09,23.61,-932.43,-168.15
1847564,0,190.56,515.85,657.33,532.51
1848524,1,143.81,30.49,-194.25,-484.14
1848814,1,149.97,28.27,-561.93,-467.11
1849078,1,177.39,26.06,-141.74,-834.38
1849125,1,159.02,23.40,138.59,-645.99
1849522,1,159.45,25.79,-496.58,-502.26
1849902,1,168.99,24.40,-561.64,-661.83
1850057,1,167.08,39.22,-378.93,-841.82
1850184,1,181.37,31.49,-430.81,-522.48
1850479,1,194.32,26.32,638.27,-509.91
1856985,1,163.15,33.15,310.33,-803.58
1857356,1,118.86,24.87,651.34,-548.55
1857782,1,134.99,27.26,-191.17,-752.36
1857951,1,144.24,35.47,352.13,-803.79
1858111,1,174.37,26.06,-1758.81,-601.09
1858180,1,137.45,33.56,-609.78,-665.46
1858362,1,134.57,32.67,-447.21,-598.57
1861220,1,111.02,24.71,774.53,-254.08
1862134,1,118.25,22.98,539.30,-299.27
1864908,1,134.24,25.48,-484.32,-634.55
1865338,1,118.82,28.91,493.33,-388.05
1865444,1,158.91,24.61,-419.36,-452.39
1865818,1,198.49,30.19,-544.91,-728.35
1865920,1,140.68,25.43,-129.23,-435.01
1866156,0,146.53,512.68,-118.07,926.49
1867499,0,195.18,509.66,-252.06,891.74
1869220,1,156.01,31.70,481.29,-485.94
1869380,0,130.95,516.29,-332.50,418.05
1871965,0,162.05,509.99,-543.83,451.49
1874015,1,148.34,26.67,94.02,-456.40
1874165,1,155.46,26.24,548.70,-724.72
1874500,0,191.38,516.81,591.52,312.60
1875468,1,124.11,32.28,755.95,-490.75
1875520,1,164.99,32.50,328.36,-824.15
1875603,0,158.86,514.02,-624.55,187.36
1883063,1,135.59,29.54,-500.47,-612.94
1883425,1,172.71,32.13,603.29,-614.46
1883708,0,151.30,514.41,-408.80,235.14
1884658,0,163.03,513.99,-0.84,935.23
1886494,1,191.33,29.50,346.55,-482.08
1886912,0,160.51,508.57,641.97,618.15
1887847,1,189.31,27.17,-847.66,-262.83
1888070,0,170.36,512.65,-401.09,305.92
1890518,1,183.65,32.21,430.49,-828.86
1890578,1,115.70,25.00,659.91,-605.14
1890627,1,145.82,36.29,-609.24,-676.83
1890672,1,176.71,33.01,-97.93,-705.65
1890735,1,140.16,25.74,-453.86,-366.25
1890856,1,174.56,26.09,610.75,-605.88
1890920,1,186.35,23.87,-635.70,-335.71
1891087,1,138.65,26.89,727.65,-1177.89
1891139,1,117.33,33.68,367.67,-780.80
1891932,1,206.85,27.91,-612.52,-490.44
1892450,0,178.06,510.48,647.82,689.67
1894304,0,173.50,510.59,-526.28,401.21
1897704,1,129.80,31.83,-217.83,-824.56
1897849,1,175.77,24.61,365.86,-749.30
1898005,1,176.85,30.44,637.29,-564.84
1898973,0,190.99,513.88,-312.89,808.26
1899929,0,183.81,510.95,-650.30,546.03
1900779,1,193.43,23.78,76.94,-451.19
1900910,1,206.48,23.27,-615.05,-484.89
1901100,0,177.91,516.82,-545.13,41.19
1902087,0,141.37,515.05,383.12,834.84
1903950,1,118.53,29.04,-132.34,-919.23
1904249,1,184.21,24.66,504.90,-145.11
1904517,1,180.33,24.12,331.44,-868.21
1904618,1,125.09,27.35,803.58,-373.10
1904798,0,180.77,516.04,340.23,847.83
1906646,0,128.83,501.45,146.53,921.79
1907492,0,138.60,516.85,-815.52,350.92
1911564,0,200.28,513.19,-65.49,498.06
1912489,0,152.06,510.19,427.04,808.23
1913622,1,158.66,31.13,314.62,-867.62
1915268,1,183.34,28.44,-679.21,-596.71
1915441,1,116.17,29.89,556.80,-465.56
1915550,1,174.74,23.29,341.15,-759.27
1915630,0,203.95,516.74,-104.60,929.05
1916781,1,131.07,37.73,423.96,-809.71
1916840,0,127.20,509.86,-427.53,733.58
1918776,1,147.14,26.48,-292.09,-317.89
1919201,1,171.58,32.69,-75.21,-930.01
1919469,1,181.55,28.70,150.18,-737.38
1920754,1,193.40,36.01,-595.19,-697.19
1921101,1,169.66,28.12,755.07,-473.49
1921306,1,202.35,30.58,-488.01,-806.60
1921362,1,204.36,30.71,-357.24,-645.43
1921667,1,191.80,38.26,456.24,-796.51
1922023,0,145.12,510.18,651.25,405.59
1923080,1,123.27,26.25,-478.33,-457.05
1923327,0,200.30,512.06,-657.04,436.23
1925675,1,204.77,36.95,-105.07,-733.15
1926204,1,169.92,31.11,-411.30,-600.50
1926244,0,164.55,514.74,-548.66,721.17
1929499,1,163.83,33.72,617.92,-669.62
1929640,1,125.99,29.71,263.83,-887.23
1929874,0,161.07,506.40,-84.21,926.75
1932330,1,198.21,23.96,-387.54,-832.52
1932699,1,198.68,33.75,342.42,-851.59
1932788,0,154.57,514.35,-690.70,221.02
1933695,1,136.45,28.43,-182.73,-735.78
1934083,0,150.38,512.34,731.83,390.06
1938644,0,119.21,516.89,398.54,234.84
1939709,1,172.77,27.33,506.92,-290.24
1939961,0,180.99,516.64,107.07,118.37
1942749,1,123.47,23.27,261.94,-810.73
1943121,0,182.19,502.31,-106.43,794.08
1946647,1,137.29,23.37,-610.37,-604.97
1946773,1,138.80,24.84,445.21,-836.00
1946945,1,191.68,23.04,316.13,-213.12
1947083,1,119.20,24.60,-803.86,-141.45
1947296,1,127.72,28.59,625.79,-585.40
1947663,1,187.36,33.09,88.35,-928.23
1947748,0,191.97,509.43,-193.36,595.46
1950204,0,174.29,505.56,-367.09,852.14
1954034,1,186.44,24.89,593.97,-422.10
1954142,1,150.36,27.91,-396.34,-263.66
1954280,0,146.88,512.87,711.72,435.12
1955976,1,161.62,32.37,516.45,-747.22
1956108,0,199.70,507.04,-605.79,686.77
1958125,1,172.47,39.02,435.96,-810.69
1958309,1,169.63,23.20,-655.75,-392.60
1958850,1,175.59,31.31,-695.39,-480.11
1959075,0,186.70,514.64,-382.07,838.83
1959927,1,130.32,39.98,301.10,-876.67
1960183,0,126.44,500.26,-32.24,935.61
1961099,1,147.47,31.95,-336.18,-762.09
1961220,1,215.77,33.76,-632.00,-703.34
1961282,1,126.07,26.68,669.73,-512.90
1961329,1,174.77,31.06,393.18,-861.00
1961730,1,140.95,38.18,296.99,-795.23
1961899,1,154.95,23.72,286.00,-887.48
1962603,1,176.32,23.34,361.30,-842.38
1962969,1,120.02,31.82,51.02,-834.32
1964769,0,135.65,508.55,-687.60,490.90
1966589,0,170.09,514.89,-319.54,460.85
1967884,1,174.02,30.60,-150.43,-914.87
1967942,1,105.67,28.62,650.70,-347.19
1968103,1,193.07,23.73,-213.97,-742.86
1968682,0,161.96,515.11,-592.51,623.72
1969780,1,180.35,26.21,-645.26,-498.59
1969982,1,165.80,24.88,-514.69,-615.24
1970071,1,139.60,24.27,669.90,-343.67
1970203,1,190.16,26.24,-159.24,-550.79
1970424,1,131.89,29.73,492.33,-623.57
1970765,1,141.61,24.99,-643.70,-326.99
1970963,1,115.33,24.52,510.71,-647.45
1971066,1,176.74,35.88,-350.77,-855.86
1971271,1,126.41,29.33,405.70,-317.51
1971376,0,159.53,514.41,-641.07,510.67
1973848,0,139.79,515.77,-520.18,337.49
1974805,0,150.31,508.41,-345.66,770.98
1975670,1,157.60,26.07,489.17,-278.41
1975716,1,144.75,32.69,131.02,-822.44
1975851,0,163.77,510.97,-421.95,592.91
1976914,0,159.02,506.52,-330.44,728.17
1981144,0,155.08,515.14,657.20,544.22
1982153,1,132.31,34.29,465.83,-684.33
1982554,1,189.55,24.00,357.97,-846.02
1982603,1,116.09,40.47,251.61,-893.51
1983080,1,124.14,27.19,-293.79,-695.76
1983262,0,118.77,512.31,650.68,267.87
1985061,1,138.68,26.81,277.04,-878.09
1985195,0,150.59,512.49,-704.90,443.49
1989307,1,175.73,30.69,297.70,-870.08
1989743,1,202.10,25.78,-506.13,-617.67
1990004,1,201.23,36.65,50.17,-932.64
1990050,1,190.47,30.05,-548.45,-404.78
1990136,1,115.90,25.67,578.42,-175.21
1990187,1,179.38,32.36,597.68,-608.60
1990357,1,122.83,28.76,-348.76,-775.47
1990654,1,212.60,35.38,-573.43,-651.34
1990775,1,125.60,27.07,324.94,-868.00
1990949,0,133.23,513.16,-341.97,468.47
1992836,0,161.86,513.26,-856.54,396.83
1993772,1,161.18,24.65,387.70,-322.07
1993965,1,148.20,28.19,-409.69,-340.48
1994296,1,171.85,34.20,-618.03,-614.85
1994385,1,166.72,33.82,535.47,-572.59
1995091,1,164.61,24.95,640.27,-511.33
1995144,1,130.88,25.95,-466.09,-788.56
1995334,1,166.69,24.44,-648.41,-140.71
1995636,0,128.44,513.82,-612.57,588.95
1999194,0,145.62,509.74,678.29,579.72
